UserName,name,ID_Number,Age,Site_ID
lily327143,Lily Jones,4231132083,40,1
lily894151,Lily Brown,1496805939,40,4
lily179974,Joseph Taylor,0282280353,24,1
lily619532,Joseph Taylor,9950055381,30,1
lily312781,Joseph Taylor,5796496640,30,4
lily498262,Joseph Taylor,6742421217,45,2
joseph112078,Lily Jones,8217487259,40,0
lily420661,Lily Jones,2896906716,45,1
lily745256,Lily Brown,0949494267,35,3
lily685499,Lily Jones,1781429032,35,1
lily219629,Lily Jones,2642848893,30,3
lily204808,Lily Brown,2593268679,40,1
joseph391735,Lily Brown,9830035244,35,2
joseph836732,Lily Brown,8293631511,24,0
joseph226024,Lily Brown,4967046580,30,2
joseph825355,Joseph Taylor,9950699065,30,4
lily247121,Lily Brown,4274057116,45,4
joseph850050,Lily Brown,5819999568,35,3
lily590414,Joseph Taylor,8757832278,45,2
lily657593,Lily Brown,7420706440,40,3
lily918032,Lily Brown,6015233976,40,1
lily315328,Lily Brown,0291028471,40,4
lily699081,Lily Jones,6847799286,24,4
joseph909820,Lily Brown,0461304854,40,3
joseph550214,Lily Brown,1905117637,40,2
joseph164822,Lily Brown,5880739487,40,0
lily615457,Lily Jones,2377156692,40,3
lily709298,Joseph Taylor,8153525772,45,1
lily317920,Lily Jones,1863371062,30,0
joseph950718,Lily Jones,2711322702,40,3
joseph428224,Joseph Taylor,5518723916,35,2
lily498797,Joseph Taylor,7032988029,45,3
joseph519365,Lily Jones,4974892250,35,3
joseph657457,Lily Brown,8495262827,30,3
lily870436,Lily Brown,7359008716,45,2
lily823280,Lily Jones,5567700931,24,0
joseph387404,Lily Brown,5754098314,35,4
joseph533068,Lily Jones,9774409863,24,0
lily370261,Lily Brown,2583123008,40,0
lily904385,Joseph Taylor,4474789990,24,2
lily239616,Lily Brown,5725706340,35,2
lily955083,Lily Jones,2450637292,45,2
lily532584,Lily Brown,5165993326,30,4
lily168658,Joseph Taylor,8788611444,24,4
lily344562,Joseph Taylor,1419571238,45,0
lily558131,Lily Jones,5771644041,24,3
joseph359264,Lily Jones,7900503417,35,4
lily154614,Lily Brown,6021326161,24,0
lily289984,Joseph Taylor,9945675428,35,1
joseph190325,Lily Jones,3352339949,45,3
lily980748,Lily Brown,1351343104,30,0
lily428694,Joseph Taylor,1560710210,24,3
lily994094,Lily Jones,7787853114,35,1
lily239904,Joseph Taylor,1498387091,35,4
lily792213,Joseph Taylor,9794589547,24,0
joseph675404,Lily Jones,1376858257,24,1
lily585018,Joseph Taylor,1055985959,45,3
lily978685,Lily Jones,4478746034,30,2
lily206201,Joseph Taylor,5624547347,35,2
lily948712,Lily Jones,9011765221,30,1
lily681699,Joseph Taylor,8318734532,24,0
lily906246,Joseph Taylor,2164690129,30,2
lily308225,Joseph Taylor,0281299132,45,1
lily689473,Joseph Taylor,4402831914,30,1
lily723200,Lily Jones,8624297122,30,3
lily764883,Lily Jones,0821146912,45,2
lily905375,Joseph Taylor,1968303253,40,2
lily971793,Joseph Taylor,5278339672,30,2
joseph399390,Joseph Taylor,4394422153,40,1
joseph594708,Joseph Taylor,5754118576,24,2
lily582462,Lily Jones,8633572726,24,2
lily793006,Lily Brown,0988580984,40,4
lily433411,Lily Jones,7922772952,35,4
joseph579364,Lily Jones,5089083871,24,1
joseph544633,Joseph Taylor,0856929032,24,3
lily944671,Joseph Taylor,2380037484,30,3
lily171770,Joseph Taylor,1386643113,45,2
lily854284,Lily Brown,2820584157,45,0
lily100726,Joseph Taylor,5767358822,40,3
lily990279,Joseph Taylor,0839219087,30,2
lily946561,Joseph Taylor,9926115450,35,4
lily693844,Lily Brown,9544894619,35,4
joseph175815,Joseph Taylor,3643922296,40,4
lily565152,Joseph Taylor,1258135447,40,4
lily348816,Lily Jones,9599687662,45,4
lily898042,Joseph Taylor,9433569271,45,3
lily645096,Lily Brown,2480393474,24,2
lily217152,Lily Brown,4677745640,45,2
joseph477222,Lily Jones,8915996387,45,1
lily390630,Lily Brown,6516639075,40,3
lily601674,Joseph Taylor,8607054999,45,0
lily824159,Lily Brown,6055423727,45,1
lily475401,Lily Brown,2754388515,35,3
lily494322,Joseph Taylor,6082148549,35,0
lily453425,Joseph Taylor,4397062277,40,0
lily306179,Lily Jones,8945447255,40,1
joseph727736,Lily Brown,8544396060,40,1
lily390656,Lily Jones,0016264264,45,2
lily149897,Lily Brown,4806193875,30,0
lily685200,Lily Brown,5357177633,30,3
lily636029,Lily Jones,9118832185,45,2
lily180315,Lily Jones,0665207853,40,1
lily591439,Lily Brown,7148989077,30,1
joseph456726,Lily Brown,7649490558,40,0
lily895354,Lily Brown,7950392001,45,2
joseph342714,Lily Brown,8688457454,35,1
lily229577,Joseph Taylor,5736791473,30,0
lily799144,Lily Brown,2205988784,40,1
lily678724,Lily Brown,1671182301,24,0
joseph583756,Joseph Taylor,3353029582,24,1
lily790857,Joseph Taylor,6867308371,35,2
joseph714008,Lily Jones,9837826361,30,0
joseph763536,Lily Brown,4855230075,24,0
joseph129625,Lily Brown,9858838567,45,3
lily669257,Joseph Taylor,8612150068,24,2
lily931040,Joseph Taylor,8523103474,45,2
joseph445012,Lily Brown,4949066368,40,1
lily247353,Lily Jones,8863813250,35,4
joseph220391,Lily Jones,6314446441,24,2
lily948711,Lily Jones,7064518174,35,2
lily611470,Lily Brown,3098134249,35,4
lily214850,Lily Brown,2705437995,35,4
lily592999,Joseph Taylor,4556856443,30,2
joseph167479,Lily Jones,3718861017,35,3
joseph856951,Joseph Taylor,0734650146,40,3
lily279278,Lily Brown,9788803716,24,2
joseph124179,Lily Brown,2763927559,30,1
lily219608,Joseph Taylor,6393318623,30,2
lily456028,Lily Jones,2407564179,40,2
lily812058,Lily Brown,6645933813,30,0
lily854438,Lily Brown,7201783152,35,2
lily446924,Lily Jones,1567964819,40,1
lily122099,Joseph Taylor,8570825212,35,4
lily956286,Lily Jones,3775600710,35,2
lily165444,Lily Jones,0314848049,45,3
lily749720,Lily Jones,1574768116,30,0
lily574245,Lily Brown,0773776894,30,1
joseph535386,Joseph Taylor,1582435368,45,0
joseph871825,Lily Brown,4768202868,30,3
lily411674,Lily Jones,5371523588,45,3
lily295192,Joseph Taylor,3002085142,45,4
lily631896,Lily Jones,2355923865,35,0
lily921251,Joseph Taylor,9634091278,45,3
lily733346,Joseph Taylor,0923641067,30,0
joseph906473,Joseph Taylor,2891225553,35,0
joseph295476,Lily Jones,7830234996,40,4
lily781631,Joseph Taylor,7284908946,24,4
lily742357,Joseph Taylor,8759370282,24,4
lily844794,Lily Jones,3637778855,35,2
lily470205,Joseph Taylor,1511139106,40,2
joseph652907,Lily Jones,9244969955,24,3
joseph880916,Joseph Taylor,4996357057,24,2
lily627935,Lily Jones,7496017772,45,4
lily829319,Lily Brown,5945686643,45,0
lily846406,Lily Jones,4074886779,24,3
joseph584909,Lily Jones,6079912841,24,1
joseph260442,Joseph Taylor,9103931277,30,3
lily185897,Joseph Taylor,6958058622,35,3
lily290586,Lily Jones,9833708604,30,3
lily282329,Lily Jones,6696832192,35,3
joseph946470,Lily Brown,4483926287,30,3
lily662364,Lily Jones,5543410137,35,2
joseph264372,Joseph Taylor,0533189537,24,0
lily732745,Lily Brown,0670154907,30,4
joseph416076,Joseph Taylor,3203081702,45,0
joseph665649,Lily Brown,5679067241,30,1
lily892361,Lily Jones,1690116367,24,3
lily696943,Lily Brown,1193446827,45,0
lily694149,Lily Brown,6838492661,45,0
lily908832,Joseph Taylor,3089498349,45,4
lily265783,Lily Jones,7991106631,40,2
lily437751,Lily Jones,1453978122,40,3
joseph892950,Joseph Taylor,3908677086,35,3
lily701841,Lily Jones,2071365585,24,1
joseph128647,Lily Jones,7837979598,35,3
joseph937978,Lily Brown,2912709388,40,0
lily657433,Lily Brown,1896723266,24,1
joseph520259,Joseph Taylor,0661749583,24,0
lily487336,Lily Brown,2064605591,40,3
lily323050,Lily Brown,0252861453,45,1
lily752255,Joseph Taylor,7224178269,35,0
lily486089,Lily Brown,0945642809,24,3
lily966633,Lily Jones,6468740566,45,4
joseph218987,Joseph Taylor,8117270459,45,3
lily844328,Joseph Taylor,6354837259,30,0
lily856664,Joseph Taylor,8203884868,45,3
joseph984873,Lily Jones,6490750707,40,1
lily282214,Lily Brown,8149628942,45,4
joseph153870,Lily Jones,8773962392,24,2
joseph674949,Lily Brown,8519273832,40,0
lily465404,Lily Brown,8418301306,30,0
lily325222,Lily Jones,0203199491,30,0
joseph440771,Lily Brown,0659569062,45,3
joseph701933,Lily Brown,4479948085,40,2
lily519307,Lily Brown,0441857522,30,1
lily291467,Lily Jones,6157894229,45,1
lily737714,Lily Jones,6722839420,40,2
lily781201,Joseph Taylor,1798160206,35,0
joseph633228,Lily Jones,4117557240,24,2
joseph415749,Lily Brown,3782400831,40,0
joseph114013,Joseph Taylor,0908112576,35,2
lily622099,Lily Jones,6186028869,35,3
lily149984,Lily Jones,8816426911,24,1
joseph665633,Joseph Taylor,7228729684,24,1
lily769620,Lily Jones,8393457322,30,1
joseph994493,Lily Jones,0875538826,45,1
lily166155,Lily Jones,8893461586,35,0
lily371369,Joseph Taylor,4399440579,30,0
joseph572595,Lily Brown,6264541996,45,1
joseph681847,Joseph Taylor,4760879887,24,3
lily187512,Joseph Taylor,0167721883,40,4
lily383149,Lily Brown,0988608111,24,3
lily445305,Joseph Taylor,7349713538,30,4
lily223044,Lily Brown,4613504033,40,2
lily773841,Lily Jones,2270467591,24,0
joseph264143,Lily Jones,6155997306,40,2
joseph400972,Joseph Taylor,6401940931,30,1
joseph565574,Lily Brown,8017102244,35,3
lily203300,Lily Brown,1538795481,24,3
lily491835,Lily Brown,6298996019,35,4
joseph565719,Joseph Taylor,4771368110,40,0
joseph948500,Lily Brown,6255496975,35,0
joseph457665,Lily Jones,4704573622,24,0
lily227551,Joseph Taylor,3166065805,45,0
lily470992,Lily Jones,4484138379,40,2
joseph136273,Joseph Taylor,7963896369,45,2
lily632900,Lily Jones,9670566670,30,2
lily156283,Lily Brown,9063670503,35,4
joseph432960,Lily Brown,0556053832,30,2
lily207814,Lily Jones,0878953516,40,0
joseph715888,Lily Brown,6407135737,40,3
lily899572,Joseph Taylor,1709042617,40,3
lily717256,Lily Brown,5856646230,40,2
lily816817,Joseph Taylor,8652961582,40,4
lily584811,Lily Brown,8215716870,24,3
lily214647,Lily Brown,3053812549,30,2
lily222032,Joseph Taylor,9761192944,35,2
joseph468742,Lily Brown,3470047122,30,1
lily814186,Lily Brown,9376225859,45,2
lily158231,Joseph Taylor,8439352206,45,1
lily757675,Lily Brown,2787508173,35,1
lily270950,Joseph Taylor,1354197126,45,2
joseph337248,Lily Brown,4044783387,35,4
lily487019,Lily Brown,9148830761,40,0
lily853303,Joseph Taylor,7369695553,45,0
lily298024,Joseph Taylor,7908261416,30,2
lily745185,Joseph Taylor,0661696142,35,0
joseph207783,Lily Jones,1978502726,40,4
lily383583,Lily Jones,4577635757,35,1
lily354925,Joseph Taylor,8239014313,40,2
lily702770,Lily Brown,7221623166,40,0
lily563933,Lily Jones,4393554259,40,0
lily459724,Lily Jones,1097791243,30,1
joseph922799,Lily Brown,1434388301,24,1
lily745781,Lily Brown,9846051443,24,4
lily742037,Lily Brown,9276105507,24,0
joseph194510,Lily Brown,7696911300,24,0
joseph687761,Lily Brown,3286850087,45,0
joseph468402,Lily Brown,2745628235,24,4
joseph359788,Lily Brown,8480920471,45,3
lily434889,Lily Jones,9206616511,35,3
lily519594,Lily Jones,3481154345,40,2
joseph731974,Joseph Taylor,5444889026,40,1
lily181585,Lily Jones,8795863536,40,4
lily507890,Joseph Taylor,6820893958,30,1
lily106379,Joseph Taylor,8879086212,35,3
lily186311,Joseph Taylor,9247263782,30,1
lily522595,Joseph Taylor,9109325091,35,0
lily753882,Lily Brown,4743009074,45,3
lily289176,Lily Jones,8391280895,30,3
joseph619937,Lily Brown,1577080885,35,3
joseph218114,Lily Jones,7066984829,45,3
lily407972,Lily Jones,7231199669,30,0
lily305842,Lily Brown,0131453249,24,3
lily978424,Lily Brown,9242667653,40,4
joseph821249,Lily Jones,7374989449,45,2
joseph647271,Lily Jones,0922709039,35,0
lily339579,Lily Jones,3106289563,30,1
lily627110,Lily Brown,9508862253,24,0
joseph661594,Lily Jones,6154880542,24,2
lily318945,Joseph Taylor,9534955735,30,2
lily529371,Lily Brown,4393353203,35,4
lily413463,Joseph Taylor,6341451737,30,3
lily537155,Lily Brown,3571556562,24,1
joseph665334,Joseph Taylor,3451842084,45,0
lily686802,Joseph Taylor,8760213597,35,2
joseph858783,Lily Jones,3759031705,45,3
lily562766,Lily Brown,8912633587,35,3
joseph577094,Lily Brown,2582702045,40,2
joseph936781,Lily Brown,3759711298,45,0
lily600950,Lily Brown,1907030602,30,3
lily665741,Joseph Taylor,2814233993,30,4
lily399609,Joseph Taylor,1851172202,45,0
lily162439,Joseph Taylor,1980984025,45,3
joseph983664,Lily Jones,0437098815,24,4
lily652988,Lily Brown,1621431116,40,3
joseph858720,Lily Brown,6116110534,35,1
joseph187981,Lily Jones,8616081052,35,0
joseph904881,Lily Brown,1889290124,35,2
lily514944,Lily Brown,2045736641,24,4
lily351096,Lily Jones,5106739407,30,2
lily718106,Joseph Taylor,6394339030,35,1
lily964967,Lily Brown,1891370056,24,1
lily382419,Joseph Taylor,4058042459,24,1
lily681120,Joseph Taylor,7091110590,40,1
joseph184972,Joseph Taylor,4999785718,30,1
lily295210,Joseph Taylor,8517188225,35,1
lily277887,Lily Brown,7805312334,30,2
lily938757,Joseph Taylor,5623737940,45,2
lily601630,Joseph Taylor,8256825371,30,0
lily427711,Lily Jones,1667387588,40,3
joseph353396,Lily Brown,5691159043,40,3
lily506986,Lily Jones,2758221988,35,1
lily668662,Joseph Taylor,7573939495,40,4
joseph820561,Lily Brown,3563907216,35,3
joseph160618,Joseph Taylor,2402370146,40,3
joseph324310,Lily Brown,0887877574,24,4
lily726251,Joseph Taylor,9800860441,35,1
lily116044,Lily Jones,0261370574,30,2
joseph705498,Joseph Taylor,1363013166,30,3
lily324941,Joseph Taylor,5487104870,40,3
lily175251,Lily Brown,5150037486,30,1
lily601243,Lily Jones,4219195184,24,3
joseph611721,Lily Brown,1433642246,30,1
lily969381,Lily Jones,1191237931,40,4
lily959461,Joseph Taylor,6249797924,40,2
lily993391,Lily Brown,2899112890,40,3
lily902281,Lily Brown,6877119736,24,1
lily736538,Lily Brown,8313525801,30,0
lily831922,Lily Jones,4205924018,40,2
lily435072,Joseph Taylor,9206051040,45,0
joseph123259,Lily Brown,8216454322,35,0
lily594791,Lily Jones,4804781616,30,0
lily262318,Joseph Taylor,7185807324,45,0
joseph226858,Lily Jones,6437054953,40,4
lily627228,Joseph Taylor,6813604791,35,2
joseph827725,Lily Jones,4824258593,30,3
lily258889,Lily Brown,3943425396,45,2
lily290525,Lily Brown,1033596855,35,0
lily591134,Joseph Taylor,8649410088,30,0
joseph571692,Joseph Taylor,4987791129,30,1
lily962481,Lily Jones,8101004271,30,4
lily913867,Joseph Taylor,5096077503,35,3
lily590434,Lily Jones,3669447838,30,0
lily726835,Joseph Taylor,7148215020,45,1
lily547379,Joseph Taylor,4930128623,30,2
lily824903,Joseph Taylor,9306711205,30,4
lily534231,Lily Brown,1681921626,30,1
joseph918355,Lily Jones,9449571182,35,0
joseph200746,Lily Brown,1481126927,45,4
joseph473681,Lily Brown,1408076966,35,0
joseph544207,Lily Jones,1021181006,30,1
joseph378008,Joseph Taylor,5175438340,30,0
lily389179,Joseph Taylor,8248702119,45,0
lily744095,Joseph Taylor,9966775183,35,1
joseph453680,Joseph Taylor,8803076301,40,4
joseph105638,Joseph Taylor,1966393759,30,3
lily498072,Joseph Taylor,4918340851,24,3
joseph191294,Lily Jones,2064196938,35,1
lily632020,Lily Brown,1978905633,40,4
joseph504979,Lily Jones,6535087655,40,4
lily563885,Lily Brown,2019793770,30,1
lily932440,Lily Jones,5665286513,40,3
joseph451616,Lily Brown,0007763459,40,0
lily746227,Lily Brown,2287076840,30,0
lily426844,Lily Brown,3477382433,24,3
lily870347,Lily Jones,9611979586,24,1
lily771691,Joseph Taylor,7975589106,24,2
lily836831,Lily Brown,0137845033,45,0
joseph526788,Lily Jones,8681850273,24,0
lily515486,Lily Jones,3762208230,45,1
lily866881,Lily Brown,6419903971,45,3
joseph724494,Joseph Taylor,8568607921,40,3
joseph204542,Joseph Taylor,3802925934,30,3
joseph459538,Joseph Taylor,5263359103,35,1
lily950463,Lily Jones,2476414336,30,4
lily212619,Lily Brown,5822253067,35,4
lily462645,Lily Brown,4435257948,30,3
lily146613,Joseph Taylor,3558615781,40,4
lily811058,Lily Brown,6771736226,24,3
joseph180464,Lily Brown,5790520462,24,1
lily603148,Lily Brown,9463680806,35,1
lily655864,Joseph Taylor,1859446561,35,0
lily254048,Lily Brown,4790862587,35,0
lily811138,Lily Jones,6499653924,40,3
lily244750,Joseph Taylor,4682446054,35,1
lily227169,Lily Jones,7718496489,40,0
joseph683707,Joseph Taylor,6756788106,30,1
joseph536676,Joseph Taylor,8061634717,45,0
joseph154493,Lily Brown,3614679971,24,3
joseph103849,Joseph Taylor,5776059958,24,3
lily955944,Lily Jones,8935760640,24,3
lily715915,Lily Brown,3936590959,40,3
joseph177944,Lily Jones,1480108922,45,1
joseph380287,Joseph Taylor,6138812645,40,3
joseph188037,Lily Brown,1532299793,24,4
lily705357,Lily Jones,9134452176,45,2
lily311463,Lily Brown,6857473926,24,0
lily837963,Lily Brown,9513078707,35,3
lily877603,Joseph Taylor,6741330607,30,1
lily561301,Lily Brown,4648185187,24,3
lily883348,Lily Jones,5509736825,24,0
joseph845057,Joseph Taylor,8186171047,45,3
lily512018,Lily Brown,1628478144,24,2
joseph729382,Joseph Taylor,3069719503,35,1
lily165406,Lily Brown,7863018061,35,3
joseph369207,Lily Brown,4301903590,24,0
joseph183076,Joseph Taylor,3653057053,40,0
joseph667226,Joseph Taylor,9175693315,24,0
joseph160980,Lily Brown,8682140201,40,3
lily393561,Lily Jones,0831651127,35,0
lily923817,Lily Brown,1306278309,30,3
lily381115,Lily Brown,7698364262,40,0
joseph707892,Lily Jones,9774664679,40,1
lily100575,Lily Brown,9517740040,45,0
joseph765457,Lily Brown,4684403879,40,3
lily218314,Joseph Taylor,5041393350,45,2
lily886520,Joseph Taylor,6499688736,30,1
lily273270,Joseph Taylor,0222237238,30,3
joseph117596,Lily Jones,8268637062,35,1
lily802067,Lily Jones,0759929018,40,1
lily925770,Lily Brown,1142647062,35,3
lily282523,Lily Brown,9422297277,45,3
joseph701936,Lily Jones,6840862232,30,0
joseph316442,Joseph Taylor,7832909885,30,2
lily967900,Lily Jones,3032675631,45,4
lily459522,Lily Jones,1015053267,45,2
lily490951,Lily Brown,5743836437,40,1
joseph319384,Joseph Taylor,5956597978,45,3
lily643979,Joseph Taylor,7165173911,40,0
joseph969106,Lily Brown,7096576490,24,1
lily444281,Joseph Taylor,6289148568,24,4
lily492259,Lily Jones,3206604979,30,3
joseph182467,Lily Jones,4735239474,45,4
joseph477759,Lily Jones,7204217220,30,1
lily222756,Lily Jones,2283015245,45,3
joseph532820,Joseph Taylor,1227393578,35,2
lily464160,Joseph Taylor,2886149691,40,4
lily436399,Joseph Taylor,6593767477,45,4
joseph823406,Lily Jones,2226815012,30,1
joseph304550,Lily Jones,9320548653,24,4
lily325915,Joseph Taylor,5039191089,35,0
joseph740570,Joseph Taylor,9516583246,45,1
lily472324,Lily Brown,1435121314,35,1
joseph712071,Lily Brown,0411942545,35,2
joseph954032,Lily Brown,2431634306,30,4
lily328536,Lily Brown,1662396092,24,4
lily904236,Lily Jones,4045055289,35,1
joseph576054,Joseph Taylor,3617508110,40,1
lily515251,Lily Jones,4777083643,45,0
lily757270,Joseph Taylor,5686301955,24,3
lily554905,Lily Jones,3448416598,24,4
joseph196357,Joseph Taylor,3876356646,35,4
lily513920,Joseph Taylor,9964369284,24,1
lily523722,Joseph Taylor,5005429487,40,0
joseph186944,Lily Jones,7845933414,45,0
lily914848,Lily Brown,1981102294,35,1
lily237859,Joseph Taylor,1226818089,30,2
lily251459,Lily Jones,0100197807,30,3
lily344969,Lily Jones,8385180135,30,0
lily643348,Lily Jones,6210678633,35,3
lily675718,Lily Jones,0621065409,45,0
joseph371378,Lily Jones,5607835342,30,0
joseph759709,Joseph Taylor,6512995911,40,2
joseph573734,Lily Brown,1880508301,45,4
lily149353,Joseph Taylor,7632926227,30,1
lily506856,Joseph Taylor,6314638588,24,1
lily395421,Lily Jones,2532098756,24,1
lily201134,Joseph Taylor,0044933011,40,0
lily408682,Joseph Taylor,6495876439,24,0
lily703148,Lily Brown,9090541897,30,1
joseph929353,Joseph Taylor,0327709464,40,2
joseph176738,Lily Jones,3601902667,30,3
joseph156917,Joseph Taylor,1041459685,45,2
joseph395911,Joseph Taylor,8311265491,45,0
joseph461609,Joseph Taylor,6489602031,40,3
joseph704338,Joseph Taylor,4719505997,45,3
lily593912,Lily Jones,2298633172,40,1
joseph448426,Joseph Taylor,9746300208,45,2
lily126810,Lily Jones,7154526983,40,3
lily309536,Lily Brown,9419515870,40,1
lily819537,Joseph Taylor,7506790461,40,0
joseph326733,Lily Brown,7864014871,30,0
joseph332585,Joseph Taylor,8137120317,24,2
lily723414,Lily Jones,2364900381,40,0
joseph576608,Joseph Taylor,7906104749,24,4
lily352359,Lily Brown,7600713621,45,1
lily618404,Lily Brown,4152511089,40,3
lily963053,Lily Brown,2145342983,45,2
lily595914,Joseph Taylor,3756918750,45,3
lily951191,Lily Brown,8766575879,24,1
joseph809752,Joseph Taylor,1967308705,35,4
lily220173,Lily Brown,6497864299,45,3
lily559511,Lily Jones,3673965518,40,1
lily860940,Lily Brown,7614429719,30,0
lily125098,Joseph Taylor,3743291822,45,2
lily468352,Lily Jones,1533121732,45,4
lily168873,Lily Jones,0813776226,45,0
lily313908,Joseph Taylor,6558637740,35,0
lily943095,Joseph Taylor,9604483676,40,0
joseph582017,Lily Brown,8922685731,35,4
lily487218,Lily Jones,8888048150,45,4
joseph274036,Lily Jones,0162539056,45,3
lily394214,Lily Jones,2961684399,30,2
joseph509188,Lily Jones,8278006255,24,4
lily843666,Lily Jones,5974900606,40,2
lily463655,Lily Brown,4361766543,45,4
joseph345845,Lily Brown,0928461865,40,4
joseph293921,Joseph Taylor,7516757477,40,0
lily141112,Joseph Taylor,9953421282,40,4
lily165870,Lily Jones,7270193786,35,0
lily141660,Lily Brown,0302926518,40,2
joseph446158,Lily Jones,0741903234,30,1
lily626768,Joseph Taylor,5299637547,24,2
lily279441,Joseph Taylor,6463363403,24,1
lily320604,Lily Jones,9646480681,30,2
lily504376,Lily Jones,3549128293,35,4
lily901597,Lily Brown,4773541157,24,4
lily818826,Joseph Taylor,8023786571,45,4
lily198629,Joseph Taylor,2043116041,40,1
lily104454,Joseph Taylor,3118522326,30,1
lily654758,Lily Brown,3263970025,30,4
lily989663,Lily Jones,0667879818,24,3
lily312871,Lily Brown,6529816282,45,0
lily447325,Joseph Taylor,7629705996,40,2
joseph164662,Joseph Taylor,7365763110,30,3
lily939075,Joseph Taylor,5286751333,24,3
lily170063,Joseph Taylor,3604428480,30,3
joseph156266,Joseph Taylor,4585295915,45,4
lily986709,Lily Jones,4536792224,35,4
lily979719,Lily Brown,4469820541,35,4
joseph151580,Joseph Taylor,1674419583,30,2
lily404328,Lily Jones,7436227930,40,1
joseph473863,Lily Jones,1546996365,40,0
lily891838,Lily Jones,6789609408,24,2
joseph650364,Lily Brown,8023690677,35,3
lily823519,Lily Jones,7353565615,24,1
lily255323,Lily Brown,5795636112,40,3
lily670919,Lily Jones,2214786403,30,4
lily739132,Joseph Taylor,3450336621,30,3
lily656646,Lily Brown,9893665222,24,0
lily259929,Lily Jones,1444865751,24,1
joseph937313,Lily Jones,4134799273,30,2
joseph968328,Joseph Taylor,9537828076,45,2
lily920514,Joseph Taylor,6626143712,40,1
lily580485,Joseph Taylor,5651848168,45,1
lily524485,Joseph Taylor,8381900570,45,2
lily684832,Joseph Taylor,5000703336,45,1
joseph161458,Lily Jones,6796741127,40,1
lily985938,Lily Jones,0737283270,30,2
lily980793,Joseph Taylor,2211514588,40,4
joseph485839,Lily Brown,5769693579,35,0
lily329561,Lily Brown,8084891118,45,2
lily644159,Lily Jones,7661692027,45,0
joseph609061,Lily Jones,0860206909,45,3
joseph360472,Lily Jones,7390596942,35,0
joseph407648,Lily Brown,5743540269,24,4
lily308206,Lily Jones,2811628933,30,0
lily969376,Lily Jones,9227271102,45,2
lily882492,Lily Jones,5003106410,40,4
joseph490806,Joseph Taylor,4299610760,30,1
lily884227,Joseph Taylor,4636974434,45,4
lily511216,Joseph Taylor,7663243838,35,0
lily600308,Lily Jones,4508748181,35,4
lily714723,Lily Brown,7272360013,45,0
lily100357,Lily Jones,7399816262,40,2
lily865779,Joseph Taylor,9733409357,30,2
lily311206,Joseph Taylor,8357807670,40,2
joseph553275,Lily Jones,3192041832,35,4
lily150482,Lily Brown,2751156756,35,3
joseph822869,Lily Brown,8772360042,30,4
lily944763,Lily Jones,3582608715,35,3
lily179319,Joseph Taylor,6553414523,45,1
joseph102574,Lily Jones,1437531517,24,1
lily911483,Lily Jones,7122227180,30,1
joseph103757,Joseph Taylor,6524049545,45,1
joseph826569,Lily Brown,0413007227,40,1
joseph164113,Joseph Taylor,3980030363,24,2
lily868313,Lily Jones,9883107716,35,3
lily439777,Lily Brown,0489516699,45,2
joseph146385,Joseph Taylor,9751663824,24,3
lily902857,Lily Brown,0312345415,40,4
joseph891151,Lily Brown,7346509887,45,0
lily960096,Lily Brown,6623999264,24,4
lily314853,Lily Brown,0717175552,30,3
joseph228868,Joseph Taylor,7775664423,24,0
joseph642770,Lily Brown,6773286660,30,0
joseph570510,Joseph Taylor,2427759766,35,2
lily964523,Lily Brown,6533236554,35,2
joseph979550,Lily Jones,2798637144,35,1
lily448628,Lily Brown,7162032835,35,3
lily986890,Lily Brown,7504006615,45,3
lily220884,Lily Brown,8549754565,24,0
joseph819666,Lily Brown,2624580775,40,1
lily465303,Joseph Taylor,8022120415,40,4
lily903020,Joseph Taylor,2238498700,45,0
lily503211,Joseph Taylor,7413091236,24,0
lily162434,Joseph Taylor,7319099782,35,1
lily399402,Lily Jones,8000562830,30,3
lily730599,Lily Brown,8830470099,30,3
lily707206,Joseph Taylor,6951190388,40,0
lily478742,Joseph Taylor,9828805880,35,1
lily589961,Joseph Taylor,9614854464,40,3
lily264628,Joseph Taylor,9550600771,24,2
joseph310719,Joseph Taylor,6527711104,30,3
lily681061,Joseph Taylor,9081746570,35,1
joseph358697,Lily Jones,3676118050,40,2
lily835916,Lily Jones,4425314089,45,0
lily254336,Lily Brown,4113477728,40,0
lily195210,Joseph Taylor,1838419287,24,2
lily880691,Joseph Taylor,0009060501,40,2
lily646693,Joseph Taylor,2952969532,30,2
lily566045,Lily Brown,7964269171,30,3
lily337732,Lily Brown,1744831559,30,0
lily956998,Joseph Taylor,8350924576,45,3
joseph278896,Lily Jones,9417484536,40,4
lily423594,Lily Jones,0453328551,35,1
lily801562,Joseph Taylor,5446916656,40,1
lily409431,Lily Brown,6510453727,35,2
joseph558306,Lily Jones,0737821483,24,4
lily776473,Joseph Taylor,4748554739,40,1
joseph555972,Lily Brown,8942006390,45,0
lily169718,Lily Jones,9011596504,35,1
lily163832,Lily Jones,3862673948,45,1
joseph830266,Joseph Taylor,9230825534,24,0
lily175169,Lily Jones,3205744966,24,0
lily593913,Joseph Taylor,5649274813,30,3
joseph167369,Joseph Taylor,0697212349,24,4
lily134513,Lily Jones,7059849351,40,0
joseph168516,Joseph Taylor,3611523839,40,4
lily185138,Lily Brown,3581444370,24,2
joseph489485,Joseph Taylor,6038792439,35,4
lily509783,Joseph Taylor,2920517525,45,4
