name,ID_Number,Age,Site_ID
Anthony Moore,8256561921,30,0
Jane Smith,1837737506,45,1
John Doe,5348649685,45,0
John Doe,9914733996,30,0
John Doe,1577636375,30,1
John Doe,1232526848,40,1
Anthony Moore,3631362576,40,1
Anthony Moore,5529199120,40,1
John Doe,4762851089,24,1
Jane Smith,7233788038,40,1
Jane Smith,8815876278,35,1
Jane Smith,1218887472,30,1
John Doe,2732099881,45,1
Jane Smith,1850360443,35,0
John Doe,9543778098,40,1
John Doe,1836354724,24,1
Jane Smith,2684405464,35,1
Jane Smith,9877327330,35,0
Anthony Moore,8950593435,35,1
John Doe,2086631592,45,1
John Doe,1577273255,24,0
Jane Smith,3555766928,24,1
Anthony Moore,5516458715,45,0
Anthony Moore,3511052458,35,0
Anthony Moore,3269634899,45,0
Jane Smith,7533841357,30,0
Anthony Moore,3600008040,40,0
John Doe,5703168523,30,0
Anthony Moore,7400821541,45,1
John Doe,7101209986,35,0
John Doe,8698366853,24,1
John Doe,7521415421,45,0
Anthony Moore,8784099710,24,1
John Doe,4858058570,40,0
John Doe,0233807915,30,1
Jane Smith,6726010752,24,0
Anthony Moore,9130265669,45,1
Anthony Moore,1710314599,45,1
Anthony Moore,5245456124,40,0
Jane Smith,5482433424,40,0
Jane Smith,3155953850,30,1
Jane Smith,2074682238,35,0
Jane Smith,5660983544,35,1
Anthony Moore,3088855500,40,0
Jane Smith,5170749866,35,0
John Doe,6633526847,40,1
Anthony Moore,6160800465,30,0
John Doe,7180927720,35,0
John Doe,1272779949,24,0
Anthony Moore,1220849760,30,1
Jane Smith,4958841014,30,0
Anthony Moore,3358935995,35,0
John Doe,4905898845,40,1
Anthony Moore,2753799844,30,0
Jane Smith,3893438094,40,1
John Doe,0986512098,24,1
Jane Smith,1318977962,45,1
Anthony Moore,5186464655,24,1
John Doe,9498771571,35,1
John Doe,1079603528,40,0
Jane Smith,4431639165,30,0
Jane Smith,4309580617,35,0
John Doe,7346697509,30,0
John Doe,8965266286,40,0
Anthony Moore,8378798669,45,1
Anthony Moore,0005666091,24,1
John Doe,1397236775,45,1
Anthony Moore,8230078707,30,1
John Doe,9296513048,30,0
Jane Smith,9909574534,45,0
Anthony Moore,3734655240,40,0
John Doe,0243274874,30,0
John Doe,8154647044,30,0
Anthony Moore,9648070149,30,0
Jane Smith,1437864927,45,0
Anthony Moore,3673767002,30,1
John Doe,5999411904,45,0
Anthony Moore,8431597280,45,1
Anthony Moore,5352223190,35,0
John Doe,6619506984,40,1
Anthony Moore,5296141027,30,0
Jane Smith,7819822031,24,0
Jane Smith,6223912759,35,0
Jane Smith,3232892092,40,1
Anthony Moore,9187584010,24,1
Anthony Moore,2149587052,30,1
Anthony Moore,6713793784,45,0
John Doe,4446985600,30,1
Anthony Moore,7824621934,35,1
Jane Smith,1300221904,45,1
John Doe,3736258776,40,0
Jane Smith,0209546067,40,1
Anthony Moore,0507092198,30,1
John Doe,4716055525,35,1
Jane Smith,6328419569,45,1
Jane Smith,7966026840,24,1
Jane Smith,8167275786,45,1
Jane Smith,9200091033,24,1
Anthony Moore,9063371025,24,0
John Doe,5962591342,30,1
Jane Smith,7214852856,24,1
Jane Smith,4114707096,30,0
John Doe,3582576269,40,0
Jane Smith,8766671819,35,1
John Doe,9762751970,40,0
John Doe,3378565854,45,1
Jane Smith,4731868386,30,1
Jane Smith,2716378621,35,1
Anthony Moore,2722882468,35,1
Anthony Moore,8300545878,35,0
John Doe,8179149035,35,1
John Doe,7646098581,24,0
Anthony Moore,3901013096,30,0
John Doe,4774120488,45,1
John Doe,2365922964,30,0
John Doe,3441938657,30,1
John Doe,0461142906,30,1
Jane Smith,3367868769,30,1
Anthony Moore,6530701168,24,1
Jane Smith,4685102255,45,1
John Doe,1740697486,40,0
John Doe,5512693895,35,1
Anthony Moore,0343879971,30,0
Jane Smith,6981363696,30,0
John Doe,7258106985,35,0
John Doe,4662647196,30,1
Anthony Moore,2563787143,45,0
Anthony Moore,2760261145,40,1
Anthony Moore,8491669648,24,1
John Doe,1964141341,30,1
John Doe,2841436761,45,1
John Doe,2227274967,30,0
John Doe,7512502501,35,0
Anthony Moore,4040216668,45,0
Jane Smith,3376730124,45,1
Anthony Moore,1172925395,24,1
John Doe,3661414202,35,1
Anthony Moore,3516325879,30,0
Jane Smith,2870073551,45,0
John Doe,8164624641,24,0
John Doe,0323230244,40,1
Anthony Moore,7264047328,35,0
Anthony Moore,5616160382,35,0
Anthony Moore,1184924594,35,1
Jane Smith,3860122841,30,1
John Doe,7838449962,35,1
Jane Smith,8773543589,24,1
John Doe,5529014812,24,1
John Doe,6330195565,45,0
Anthony Moore,2962343901,40,0
Anthony Moore,2518107063,45,1
Jane Smith,6437657280,40,1
John Doe,0557530775,45,0
John Doe,2892571475,40,1
Jane Smith,6892241456,45,0
John Doe,4881467535,24,1
Anthony Moore,5650742948,24,1
John Doe,9192806028,35,0
Anthony Moore,3358787992,40,0
Anthony Moore,7387276061,40,1
Jane Smith,6357229014,40,0
John Doe,8622073348,24,0
Jane Smith,6493689103,24,1
John Doe,3015115001,35,0
John Doe,8963419319,30,0
Jane Smith,9552810587,30,0
John Doe,0704972749,35,1
Anthony Moore,0138369860,40,0
Jane Smith,9877674086,45,1
John Doe,6789668225,40,0
John Doe,8634868696,45,1
Anthony Moore,1649407075,24,1
Jane Smith,5469584688,24,0
Jane Smith,4393685930,45,1
John Doe,5572709868,35,0
Jane Smith,8365768602,35,1
Jane Smith,9791953684,30,0
John Doe,7065085963,45,1
John Doe,2792835549,40,1
John Doe,4326105835,40,1
John Doe,4919904155,30,1
Anthony Moore,1878428361,30,0
John Doe,1837992402,40,1
Jane Smith,0338505077,40,0
Jane Smith,8724953569,45,0
Jane Smith,4138688673,40,1
John Doe,6885928476,24,1
Anthony Moore,9392564290,40,0
John Doe,6084405104,30,0
John Doe,0174719830,24,0
Anthony Moore,2269862488,24,0
Jane Smith,1952439196,45,0
John Doe,5316814323,45,0
Anthony Moore,2757901638,30,1
Jane Smith,5731356918,30,1
Anthony Moore,5063595801,24,1
Anthony Moore,9620172290,30,1
John Doe,3860535354,24,0
John Doe,9426167741,45,0
Jane Smith,2850467523,30,1
John Doe,3237860220,35,0
John Doe,1796464151,30,1
Anthony Moore,0645147366,35,1
John Doe,2704435544,40,0
Anthony Moore,7729518559,35,1
Jane Smith,1178187232,30,1
Jane Smith,9453926181,40,1
John Doe,6609862054,40,0
John Doe,5769166888,35,0
Anthony Moore,3929972980,24,1
Anthony Moore,3720553103,30,0
Anthony Moore,8882250862,45,1
John Doe,6037884719,30,0
Anthony Moore,7868793154,35,0
John Doe,8051034544,24,1
Anthony Moore,0693201771,40,0
Anthony Moore,6381434031,30,1
Jane Smith,6915598735,30,1
Anthony Moore,0925249151,35,1
John Doe,9071548786,40,1
John Doe,7194971910,24,1
Jane Smith,4356072661,35,1
Jane Smith,5958004886,35,1
John Doe,7423867635,24,1
Anthony Moore,7487416034,30,1
Anthony Moore,6410464666,40,0
John Doe,5871186875,35,1
Anthony Moore,1689072306,45,1
John Doe,4503769470,40,1
John Doe,4392373611,24,1
Jane Smith,2734783200,45,1
Anthony Moore,7667950733,30,0
John Doe,3789847777,45,0
John Doe,1469661267,24,0
Anthony Moore,5717412304,45,1
John Doe,4620562368,30,0
Anthony Moore,4968843726,24,0
Anthony Moore,9124718132,40,1
Jane Smith,0487147081,40,1
John Doe,1640015784,24,0
Jane Smith,6009553310,24,0
Anthony Moore,6455870891,45,1
Anthony Moore,3868776984,35,0
John Doe,5547941627,40,0
Anthony Moore,6322852380,35,0
Anthony Moore,2559967343,40,0
Jane Smith,2090956330,24,1
John Doe,2965929710,45,1
John Doe,9682889963,45,0
Anthony Moore,6313942989,35,0
Jane Smith,2883593882,45,0
Anthony Moore,9131925185,30,1
John Doe,6775133759,35,0
Jane Smith,7378131221,35,1
Jane Smith,4850539189,30,0
John Doe,8720355137,35,1
John Doe,1446618577,24,0
Anthony Moore,4309299295,30,1
Jane Smith,9813698288,30,0
John Doe,6886725490,24,0
Jane Smith,0371832873,45,0
Jane Smith,2774768806,35,0
Jane Smith,4738037681,24,0
Jane Smith,1350839823,40,1
John Doe,8228017145,35,0
John Doe,7166654899,24,1
Jane Smith,4144953369,45,0
Jane Smith,9543636623,30,0
John Doe,5847451580,40,1
Anthony Moore,0501989483,24,0
Jane Smith,6080352564,45,0
Jane Smith,1664204350,35,1
Anthony Moore,0584816006,35,0
Anthony Moore,7498586700,30,0
Anthony Moore,4568860493,35,1
Anthony Moore,6089997757,24,0
John Doe,2201510844,24,0
Anthony Moore,7266578541,40,0
Anthony Moore,5536111639,35,1
John Doe,9741769538,35,1
John Doe,8317915118,30,0
John Doe,9498835940,30,1
Anthony Moore,1483204178,40,0
Jane Smith,8077919360,24,1
John Doe,8548404749,35,0
John Doe,0837580517,24,0
John Doe,0693457626,30,0
John Doe,8196758199,35,0
Anthony Moore,8414276162,40,1
Jane Smith,6255372081,24,0
John Doe,1928445465,45,1
John Doe,3130531319,35,0
John Doe,7558149679,45,1
Jane Smith,2741756278,30,1
Jane Smith,2403824123,45,1
Anthony Moore,4884118148,40,1
Jane Smith,0365751724,24,0
Jane Smith,6271952007,40,0
John Doe,4891896496,40,0
John Doe,5480466671,40,0
Jane Smith,7504926071,24,1
John Doe,5680205588,30,0
Jane Smith,3215840661,40,0
John Doe,5725138447,45,1
John Doe,8850701526,24,1
Jane Smith,7025402670,45,0
John Doe,6580020146,24,1
Anthony Moore,7817381064,30,1
John Doe,9473577789,35,0
John Doe,5464114688,35,1
Jane Smith,4669299248,40,0
John Doe,7030763449,45,1
Jane Smith,9597633750,35,1
Anthony Moore,0612729934,40,1
John Doe,9872316324,30,0
John Doe,4005350959,24,0
Jane Smith,6943560383,40,0
Anthony Moore,8481260218,24,1
Anthony Moore,2997266117,45,0
Jane Smith,5554631625,45,1
Jane Smith,5250629489,24,0
John Doe,9827862544,35,1
John Doe,1864897998,40,1
John Doe,9385043981,45,1
Anthony Moore,8296463552,30,1
Jane Smith,0237331804,40,1
John Doe,9050179852,40,1
Jane Smith,6462542927,35,1
Jane Smith,6764300532,40,0
Anthony Moore,0090318153,45,1
Jane Smith,7212521605,35,1
John Doe,6693121156,24,0
Jane Smith,4789712538,35,1
John Doe,0400104259,24,1
Anthony Moore,0893063148,24,0
Anthony Moore,7727181388,24,0
Jane Smith,9889831122,24,1
John Doe,4938675291,35,0
Jane Smith,3425563204,35,1
Jane Smith,3143527466,30,0
John Doe,6833581953,40,1
Jane Smith,1919678973,35,0
Anthony Moore,9243645410,35,1
Jane Smith,8248327900,40,0
Jane Smith,8673681795,45,1
John Doe,1216971374,30,0
John Doe,5085325813,45,0
John Doe,1591944835,45,0
Anthony Moore,8605967916,45,0
John Doe,8913954326,40,0
Anthony Moore,1300535664,40,1
Jane Smith,5260895018,24,0
John Doe,9790281453,45,1
John Doe,2069659586,40,1
Anthony Moore,3039428471,45,1
Jane Smith,6363256308,35,1
John Doe,8365210210,35,0
Anthony Moore,5741893533,40,1
Jane Smith,7679214070,40,1
John Doe,5699688267,35,1
John Doe,6148739882,40,1
Anthony Moore,6440741234,40,0
John Doe,4356517017,24,0
Anthony Moore,6136033496,24,1
John Doe,4084240469,30,1
Jane Smith,0739156771,45,0
John Doe,3437296052,35,1
Anthony Moore,7913020223,40,1
Anthony Moore,0383721639,45,1
John Doe,2563622933,35,1
Jane Smith,9124734136,30,1
John Doe,8797373967,40,0
Anthony Moore,8904521743,24,0
Jane Smith,5734993591,45,1
Anthony Moore,2197462024,45,0
John Doe,2338193312,30,0
Anthony Moore,1846653138,45,0
John Doe,6347310738,30,0
John Doe,1403784304,30,0
Anthony Moore,7469251040,30,0
Jane Smith,8050519071,40,0
Anthony Moore,9925648764,30,1
John Doe,4481788263,45,1
Anthony Moore,5866357558,30,1
Jane Smith,0088791353,35,0
Jane Smith,0746848976,30,1
John Doe,7498885336,45,1
Anthony Moore,6020612472,40,0
Jane Smith,0243273864,35,0
Jane Smith,5210146732,40,0
John Doe,8852601639,45,0
Anthony Moore,0374942779,30,1
Anthony Moore,1546701216,30,0
John Doe,4768066625,24,1
John Doe,8183797039,45,1
John Doe,4699183662,24,0
John Doe,4664760766,40,0
Jane Smith,3744313230,35,1
Jane Smith,8369361471,35,0
Jane Smith,7911830747,45,0
John Doe,9596501630,40,1
John Doe,7931677559,30,0
Anthony Moore,3035629226,35,1
Anthony Moore,4706876525,30,0
Jane Smith,2287250827,30,1
John Doe,7014168408,45,0
John Doe,5621719568,45,1
Jane Smith,1458381037,40,0
John Doe,0597197484,24,1
Jane Smith,0351795985,35,0
Jane Smith,1570646473,24,0
Jane Smith,7931052583,45,0
Jane Smith,0057121202,45,1
John Doe,9239659596,40,1
John Doe,9425631997,30,1
Anthony Moore,6154838690,35,1
John Doe,1060294164,45,0
Anthony Moore,3487955677,40,0
Anthony Moore,7021962203,24,0
John Doe,3610128150,40,0
Anthony Moore,1001819183,30,1
Jane Smith,7620329306,35,1
John Doe,9087703082,30,0
Anthony Moore,4820831833,40,0
John Doe,5519328333,35,0
Jane Smith,4455026880,30,0
John Doe,1672398265,40,1
Anthony Moore,1813717205,24,1
John Doe,8963328163,45,0
John Doe,6019180025,45,1
Anthony Moore,4032548923,35,1
Jane Smith,6123350578,35,0
Anthony Moore,5695552408,30,0
Anthony Moore,1841420275,35,1
John Doe,7736836325,40,1
Anthony Moore,1364246344,24,1
Anthony Moore,5611779555,45,0
John Doe,1293786533,35,1
Anthony Moore,0840799590,45,1
John Doe,2268372088,24,0
John Doe,8203055092,24,1
Anthony Moore,1676077313,40,1
Jane Smith,1874812048,30,0
John Doe,2782807676,35,1
Jane Smith,0764727896,30,0
Anthony Moore,7084431732,35,1
Jane Smith,0355629112,40,0
Jane Smith,2398449017,35,1
Anthony Moore,8153168085,35,1
Anthony Moore,9512924375,40,0
Anthony Moore,4647873985,30,0
Anthony Moore,6021212078,35,1
John Doe,7437947604,35,0
Anthony Moore,5737345085,24,0
Anthony Moore,2965697090,30,0
Anthony Moore,5150209677,35,0
Anthony Moore,3328489032,35,0
John Doe,7094072784,45,0
Anthony Moore,3175555764,35,0
John Doe,4206425138,45,0
Anthony Moore,6311006501,24,0
Jane Smith,6688666099,45,1
Anthony Moore,6565172500,35,1
Anthony Moore,6141072983,24,1
Anthony Moore,1123159158,45,1
John Doe,4489886594,40,1
Jane Smith,6365409614,30,0
John Doe,1331552732,24,0
John Doe,4948269132,24,1
Anthony Moore,6239644324,35,1
Anthony Moore,9615398310,35,1
John Doe,2109604143,40,1
Anthony Moore,6002979792,45,0
John Doe,6564937645,30,0
Anthony Moore,7854762200,35,0
John Doe,8268026333,45,0
Jane Smith,7667272994,45,1
Anthony Moore,7473360898,40,0
John Doe,2801283077,24,0
Anthony Moore,3832808050,45,0
Anthony Moore,0994155861,30,1
Jane Smith,8510379762,40,1
John Doe,1538806237,30,1
Jane Smith,2054810394,30,1
Anthony Moore,0945157338,45,1
Anthony Moore,8994663705,30,1
Jane Smith,7810435244,30,0
John Doe,8813280404,35,1
Anthony Moore,6029420569,30,0
Anthony Moore,4814164018,40,0
John Doe,7411214073,40,0
Anthony Moore,5233714941,35,1
Jane Smith,7844346609,35,0
Anthony Moore,1813178525,35,0
Anthony Moore,8698615960,30,0
Jane Smith,2219841332,30,0
John Doe,8455837206,45,0
Jane Smith,5592728690,45,1
Jane Smith,9258293889,30,0
Anthony Moore,6441839962,30,0
John Doe,6847681611,40,1
Jane Smith,0796283411,24,0
Jane Smith,3170251815,30,0
Anthony Moore,7745911918,24,0
John Doe,0594903643,30,1
Jane Smith,3828993216,40,0
Jane Smith,5434203029,40,1
John Doe,6490232706,45,1
Jane Smith,8041377940,35,1
John Doe,6521577187,40,0
Jane Smith,4693384660,30,1
Jane Smith,6766127530,35,1
John Doe,2726798331,40,1
John Doe,7502472547,40,1
Jane Smith,9995011446,30,1
Anthony Moore,7770725812,40,0
John Doe,6029644912,40,0
Anthony Moore,3476980319,40,0
Jane Smith,4975270843,45,0
John Doe,5174953070,35,1
Jane Smith,6330544548,24,0
Anthony Moore,9085157182,24,1
Jane Smith,1700021279,45,1
John Doe,8210873989,30,0
John Doe,7902716810,40,1
John Doe,8075492615,40,0
John Doe,2743934886,45,1
John Doe,9183204587,30,0
John Doe,5298311622,40,0
Anthony Moore,9779455766,45,1
Anthony Moore,4232108499,45,1
Anthony Moore,7501937994,30,1
John Doe,7674592665,40,1
Jane Smith,3634748854,30,0
Anthony Moore,7756667169,24,1
Jane Smith,9236490960,45,0
Anthony Moore,0655605730,30,1
Jane Smith,4138084039,24,1
John Doe,1466943389,35,1
Jane Smith,4670448047,45,1
Jane Smith,5768012169,35,1
Anthony Moore,0428868912,40,1
John Doe,1649434711,45,1
Anthony Moore,2072361999,24,0
Jane Smith,5870491226,40,0
Anthony Moore,4099692177,45,0
Jane Smith,9736899997,45,1
John Doe,3246284135,30,0
Anthony Moore,4560312558,24,0
Anthony Moore,1064983846,30,1
Jane Smith,4910329899,35,0
Anthony Moore,3395805960,35,0
Jane Smith,5423110344,24,0
Jane Smith,6561991260,30,0
John Doe,8492488626,40,1
John Doe,7580529653,35,0
Jane Smith,0660251542,40,0
John Doe,5869149217,45,1
John Doe,3149058169,30,0
John Doe,2792773042,30,0
John Doe,7118233790,40,1
John Doe,3055118972,40,1
Anthony Moore,8399332732,24,0
John Doe,0523710821,45,0
Jane Smith,6541684649,24,0
Anthony Moore,6170639728,40,0
Jane Smith,6821163545,24,0
Jane Smith,4265599383,35,1
John Doe,1959460206,45,0
Jane Smith,7126207306,35,0
John Doe,7561362065,30,0
Anthony Moore,1933983925,35,1
John Doe,2099737071,45,1
Jane Smith,7812685595,40,1
John Doe,9701168630,24,0
Anthony Moore,6142670812,30,1
Jane Smith,1370230732,45,1
Anthony Moore,5310302317,45,1
Jane Smith,3026713168,24,0
John Doe,3260252081,24,0
Anthony Moore,4576498942,45,1
Jane Smith,3893456587,40,0
Jane Smith,7958418933,35,1
Jane Smith,9546393598,35,0
Anthony Moore,1916017936,45,0
Anthony Moore,6280254847,45,0
Anthony Moore,3309316530,35,1
Anthony Moore,7133854903,40,1
Anthony Moore,1944469833,40,1
John Doe,8417109677,30,1
Anthony Moore,9602810059,45,1
Jane Smith,9578014300,30,1
Anthony Moore,7811803822,30,1
Jane Smith,2017437082,40,0
John Doe,7184998616,40,1
John Doe,2484895604,35,1
Anthony Moore,6536356252,24,0
Anthony Moore,2523082209,45,1
John Doe,7531451528,40,0
John Doe,5564275723,35,0
Anthony Moore,8666628675,35,0
Anthony Moore,1033724249,24,1
John Doe,7082915103,45,0
Anthony Moore,4484011768,40,0
John Doe,5428669800,35,0
John Doe,9860421755,35,1
Jane Smith,9830010218,24,0
Anthony Moore,2327521928,35,0
John Doe,0147072231,35,0
Anthony Moore,2851993492,40,0
Anthony Moore,4375973682,45,0
Anthony Moore,8389563330,45,0
Jane Smith,5693037596,24,1
Anthony Moore,0289114644,45,0
Jane Smith,9839729937,35,0
Jane Smith,8985131408,45,0
Jane Smith,9941854300,40,0
Anthony Moore,0633452439,40,1
John Doe,7021737290,40,1
Jane Smith,8982027999,40,0
Anthony Moore,1029352181,35,1
Jane Smith,5019355899,30,0
John Doe,9721928705,40,0
John Doe,8366844285,24,1
Anthony Moore,1739989493,24,0
Jane Smith,0930450799,40,1
John Doe,1199839298,40,1
John Doe,7391178159,24,1
Anthony Moore,8760190247,35,0
Jane Smith,3700009368,35,0
Anthony Moore,6104460667,35,1
Anthony Moore,7788949123,40,1
John Doe,4964516729,30,0
Anthony Moore,2984675969,24,0
Jane Smith,7517708916,30,0
John Doe,0085155273,24,0
Jane Smith,2464368107,40,1
John Doe,9078897333,40,1
Jane Smith,1885943512,35,1
Jane Smith,8223667968,45,0
Jane Smith,3471914918,40,1
Anthony Moore,1801142400,40,0
John Doe,4392098265,45,1
Jane Smith,3181520356,35,0
John Doe,5405802538,40,0
Jane Smith,2186162463,40,0
John Doe,3293604084,24,1
John Doe,2653007566,24,1
Jane Smith,9045541142,40,1
Jane Smith,3102528283,40,1
Anthony Moore,2339486328,40,0
John Doe,0785282405,40,1
Anthony Moore,0153887653,45,1
Jane Smith,0624520851,40,1
John Doe,6514399556,40,0
Jane Smith,7956263902,35,0
Anthony Moore,5885386457,24,0
Jane Smith,4197454314,35,1
John Doe,5869632502,35,0
John Doe,6569996558,24,1
Anthony Moore,4685101996,35,0
Jane Smith,3423400377,30,0
John Doe,1311440464,24,0
Jane Smith,1725992740,30,1
John Doe,5767949253,40,1
John Doe,8489844252,45,0
Jane Smith,6077123536,24,1
Jane Smith,1337253887,35,1
John Doe,5875622546,35,0
John Doe,8353318721,45,1
John Doe,6296022601,40,0
Anthony Moore,9613777881,24,0
Anthony Moore,4114345821,30,0
Jane Smith,8557309625,35,0
Anthony Moore,6962681243,45,0
Anthony Moore,7765571043,40,1
John Doe,8304880113,35,1
John Doe,2675003130,30,0
Anthony Moore,6996426687,40,1
Anthony Moore,5437294456,24,1
Jane Smith,8658810878,40,0
John Doe,5946738323,40,0
Anthony Moore,9491051777,30,0
John Doe,2068590979,35,0
Anthony Moore,9253315800,35,1
Anthony Moore,2845963942,40,1
Anthony Moore,0340427348,35,1
Anthony Moore,2471488214,40,0
Jane Smith,2762496391,35,0
John Doe,2488921461,40,0
John Doe,2938758446,40,1
Anthony Moore,9324972677,35,1
Jane Smith,9073092764,40,0
John Doe,6908076621,40,0
Jane Smith,7631304866,40,1
Anthony Moore,3745231858,40,0
John Doe,3224586119,40,1
Anthony Moore,1742064403,45,1
John Doe,7375973775,45,0
John Doe,8505936786,35,0
John Doe,3947191692,35,0
Jane Smith,9586974570,35,1
Anthony Moore,8592756576,45,1
Anthony Moore,2347471209,30,0
John Doe,9043935892,30,0
John Doe,8358027973,40,1
John Doe,0455352167,40,0
Anthony Moore,6259901775,30,1
Jane Smith,5068745378,45,1
John Doe,7865206802,40,1
Anthony Moore,8546075974,30,1
John Doe,7539444340,24,0
Jane Smith,5606614615,40,0
Anthony Moore,6545959778,35,1
Jane Smith,1919514461,40,0
Anthony Moore,6663882637,35,1
John Doe,9412872443,30,1
Jane Smith,9278913790,45,0
Anthony Moore,9511405940,40,1
Jane Smith,5874710938,45,0
Jane Smith,6699304446,30,0
Jane Smith,7056413329,30,0
Jane Smith,6633347222,45,1
Jane Smith,8762109426,24,0
John Doe,7112417268,30,1
John Doe,6984363045,45,1
John Doe,0190450975,40,1
Jane Smith,3710000361,45,0
Anthony Moore,7870257111,45,1
John Doe,3369532343,24,1
Anthony Moore,3858321898,24,1
John Doe,4526641499,45,0
Anthony Moore,0710665788,35,0
John Doe,9324962677,30,1
Jane Smith,9545511845,45,1
Anthony Moore,0445987963,24,1
Jane Smith,9509387151,45,1
Anthony Moore,8021404637,24,1
Jane Smith,0278414178,40,0
Anthony Moore,1034848713,30,0
Jane Smith,4177591465,40,1
Jane Smith,7891506180,40,1
Anthony Moore,0237547865,30,1
John Doe,5385362626,24,0
Jane Smith,2612244041,35,0
Anthony Moore,6642080034,45,0
Jane Smith,5998817287,40,1
Jane Smith,9478078401,35,1
John Doe,1404126222,30,1
John Doe,1314226164,40,0
John Doe,2464696686,35,1
John Doe,4605382875,45,0
Anthony Moore,0835633781,35,1
John Doe,9259067428,30,0
Jane Smith,0888571211,30,0
Anthony Moore,2769987988,35,0
John Doe,3352936044,40,0
Jane Smith,7287344432,45,0
Jane Smith,8502684743,45,1
John Doe,0085747782,45,0
Anthony Moore,3057236487,24,1
Jane Smith,6545217002,40,1
John Doe,5119602478,45,0
Jane Smith,3644287031,40,1
Jane Smith,5022078249,45,0
Jane Smith,4620744577,24,1
Jane Smith,9867024342,24,0
Anthony Moore,7679339137,30,0
Jane Smith,7694387190,30,1
Jane Smith,7288432925,45,1
Anthony Moore,7397700967,30,0
Jane Smith,5540828855,24,1
John Doe,9939672417,30,1
Jane Smith,0607596712,40,1
John Doe,6566721792,24,1
Jane Smith,5673625116,24,0
Anthony Moore,4582455914,35,1
John Doe,2870755104,24,1
John Doe,3896404724,35,0
John Doe,5301447972,30,1
Jane Smith,2110245343,45,1
Jane Smith,0023979288,35,0
Anthony Moore,8923141731,30,1
Anthony Moore,4485686097,24,1
Anthony Moore,0438011444,40,0
John Doe,9407923669,40,0
Anthony Moore,2345608592,24,1
Anthony Moore,7222440743,45,1
Anthony Moore,3203783652,35,0
John Doe,5108703566,35,1
Jane Smith,8741202393,24,0
Anthony Moore,7873100230,30,1
Jane Smith,1049781330,30,1
Anthony Moore,2929447409,35,1
Anthony Moore,7584455386,35,0
John Doe,4506880034,24,1
John Doe,9171747546,35,0
John Doe,7180373033,35,0
John Doe,4572146880,40,0
Anthony Moore,4328099318,45,0
Anthony Moore,0661305245,24,1
John Doe,4668987776,40,1
Jane Smith,0472279311,24,0
John Doe,0798646074,24,0
Jane Smith,2770825528,40,0
John Doe,4879859278,35,1
Jane Smith,7219566892,24,1
John Doe,6641623130,40,1
Anthony Moore,6196068847,45,1
Jane Smith,3774201660,45,0
John Doe,3619870457,35,1
Anthony Moore,8147930028,45,0
Anthony Moore,3490037950,45,0
Anthony Moore,1987604335,45,1
John Doe,2396873721,30,1
John Doe,4314899584,40,0
Anthony Moore,0137812525,45,0
John Doe,0293351385,24,0
Jane Smith,5077698089,35,1
Jane Smith,8932083303,24,0
John Doe,4809262450,30,1
Jane Smith,5328128306,45,1
Jane Smith,5913904471,24,0
Anthony Moore,6392626955,45,1
John Doe,6996945379,35,0
John Doe,9604082355,35,1
Jane Smith,7678651354,35,1
John Doe,9276184473,45,1
Jane Smith,3751352718,24,1
Anthony Moore,3556465131,35,0
John Doe,5085490447,40,0
John Doe,8272457307,45,0
Anthony Moore,2814150221,40,0
Jane Smith,2248121637,35,0
Anthony Moore,8883616254,35,0
Anthony Moore,1004616499,40,1
Anthony Moore,5380565932,40,0
Anthony Moore,7733694484,40,1
John Doe,6539570105,24,0
John Doe,8253559753,30,0
Jane Smith,2191919610,24,0
Anthony Moore,5158097858,45,0
Jane Smith,6897662284,40,0
John Doe,6468133984,40,0
John Doe,3120514613,40,0
Jane Smith,6545241990,45,1
Anthony Moore,2971682619,45,1
John Doe,3925860395,30,0
Anthony Moore,3869381678,45,1
Anthony Moore,5755769914,45,1
Jane Smith,9647127255,24,0
Jane Smith,5131552113,45,0
Jane Smith,8350245899,30,0
Jane Smith,2124008362,24,1
Anthony Moore,5149867001,45,0
Jane Smith,2767548870,35,1
Anthony Moore,5015902464,40,0
John Doe,8332581998,45,1
Jane Smith,9507445807,45,0
Anthony Moore,3377425376,24,1
John Doe,1244357917,30,0
John Doe,5813410609,45,0
Anthony Moore,6997346901,40,1
John Doe,0879678935,45,0
John Doe,4288562032,40,0
Anthony Moore,4917030896,30,1
Jane Smith,2119443263,24,0
Anthony Moore,7967239424,35,1
Jane Smith,2485090095,24,0
Jane Smith,6223259352,45,1
Anthony Moore,6145322693,35,0
John Doe,2582103266,35,1
John Doe,6598784758,35,0
Jane Smith,4465918473,45,1
Jane Smith,4154056589,35,1
Jane Smith,2496129441,24,1
Jane Smith,7880688613,30,0
Anthony Moore,0370176006,45,1
John Doe,2579373248,40,0
Jane Smith,7862950578,40,1
John Doe,6547897574,24,0
Jane Smith,9135487804,45,1
Anthony Moore,4255698640,40,0
John Doe,0240467150,40,1
John Doe,3646049315,45,1
Anthony Moore,0693466148,30,1
Anthony Moore,8185325506,35,1
John Doe,0666284776,24,1
Jane Smith,4692210953,45,1
Anthony Moore,8950834648,45,0
John Doe,6855093868,24,0
John Doe,9652480259,35,1
Anthony Moore,5239020507,40,0
John Doe,7521173421,40,1
Anthony Moore,9349430297,45,0
John Doe,2215499367,40,1
Anthony Moore,4332434235,24,0
